,frame_id,angle,public,torque,speed,File,angle_range,labels
3935,1.48e+18,-0.056019072,0,,,1479425637967017449.jpg,"(-0.0977, -0.0419]",2
2450,1.48e+18,-0.010471975,0,,,1479425563703970357.jpg,"(-0.0419, -0.0105]",3
1641,1.48e+18,0.011777054,0,,,1479425523247019664.jpg,"(0.00366, 0.0197]",5
793,1.48e+18,0.029926247,1,,,1479425480839507375.jpg,"(0.0197, 0.0492]",6
799,1.48e+18,0.018284176,1,,,1479425481139559955.jpg,"(0.00366, 0.0197]",5
1325,1.48e+18,-0.181124225,0,,,1479425507444218669.jpg,"(-0.248, -0.0977]",1
5232,1.48e+18,0.015707964,0,,,1479425702828149224.jpg,"(0.00366, 0.0197]",5
1149,1.48e+18,0.340867243,1,,,1479425498642606002.jpg,"(0.24, 0.95]",9
2416,1.48e+18,0.022434591,0,,,1479425562003670376.jpg,"(0.0197, 0.0492]",6
3410,1.48e+18,-0.378736436,0,,,1479425611712358341.jpg,"(-0.879, -0.248]",0
4449,1.48e+18,0.101542971,1,,,1479425663671418784.jpg,"(0.0492, 0.104]",7
3562,1.48e+18,-0.62407793,1,,,1479425619313628794.jpg,"(-0.879, -0.248]",0
595,1.48e+18,0.229319468,0,,,1479425470937824540.jpg,"(0.104, 0.24]",8
3010,1.48e+18,0.071558498,0,,,1479425591708922465.jpg,"(0.0492, 0.104]",7
4930,1.48e+18,-0.008726646,1,,,1479425687725671818.jpg,"(-0.0105, 0.00366]",4
1241,1.48e+18,-0.074124405,1,,,1479425503243472403.jpg,"(-0.0977, -0.0419]",2
660,1.48e+18,0.006981317,0,,,1479425474188402642.jpg,"(0.00366, 0.0197]",5
1401,1.48e+18,-0.144765697,0,,,1479425511244815064.jpg,"(-0.248, -0.0977]",1
4206,1.48e+18,0.309913672,0,,,1479425651519635268.jpg,"(0.24, 0.95]",9
2485,1.48e+18,0.057995766,1,,,1479425565454296995.jpg,"(0.0492, 0.104]",7
3210,1.48e+18,-0.192238306,1,,,1479425601710660545.jpg,"(-0.248, -0.0977]",1
149,1.48e+18,-0.024434609,1,,,1479425448633847925.jpg,"(-0.0419, -0.0105]",3
4805,1.48e+18,0.0,0,,,1479425681474644938.jpg,"(-0.0105, 0.00366]",4
4021,1.48e+18,-0.209529848,1,,,1479425642267757179.jpg,"(-0.248, -0.0977]",1
3819,1.48e+18,0.083227293,0,,,1479425632165993619.jpg,"(0.0492, 0.104]",7
3283,1.48e+18,0.522159996,1,,,1479425605361337064.jpg,"(0.24, 0.95]",9
4745,1.48e+18,0.006981317,0,,,1479425678474087133.jpg,"(0.00366, 0.0197]",5
3053,1.48e+18,0.202235889,1,,,1479425593859256284.jpg,"(0.104, 0.24]",8
5530,1.48e+18,-0.122173049,0,,,1479425717731023768.jpg,"(-0.248, -0.0977]",1
4743,1.48e+18,0.014235127,0,,,1479425678374023055.jpg,"(0.00366, 0.0197]",5
3608,1.48e+18,0.283678959,1,,,1479425621614160806.jpg,"(0.24, 0.95]",9
39,1.48e+18,-0.034906585,0,,,1479425443132827444.jpg,"(-0.0419, -0.0105]",3
3779,1.48e+18,0.047982156,0,,,1479425630165599645.jpg,"(0.0197, 0.0492]",6
4304,1.48e+18,0.020943951,1,,,1479425656420182955.jpg,"(0.0197, 0.0492]",6
2980,1.48e+18,0.113477003,1,,,1479425590208738842.jpg,"(0.104, 0.24]",8
486,1.48e+18,0.106671426,1,,,1479425465486704280.jpg,"(0.104, 0.24]",8
1026,1.48e+18,-0.010471975,0,,,1479425492491496554.jpg,"(-0.0419, -0.0105]",3
4963,1.48e+18,-0.010471975,1,,,1479425689375930769.jpg,"(-0.0419, -0.0105]",3
4628,1.48e+18,0.012217305,0,,,1479425672623024174.jpg,"(0.00366, 0.0197]",5
4984,1.48e+18,-0.019455898,0,,,1479425690426122530.jpg,"(-0.0419, -0.0105]",3
2459,1.48e+18,-0.005235988,0,,,1479425564154088306.jpg,"(-0.0105, 0.00366]",4
4406,1.48e+18,-0.473651721,1,,,1479425661521021326.jpg,"(-0.879, -0.248]",0
2080,1.48e+18,-0.031867931,1,,,1479425545200776586.jpg,"(-0.0419, -0.0105]",3
5535,1.48e+18,-0.142587055,1,,,1479425717981008288.jpg,"(-0.248, -0.0977]",1
4782,1.48e+18,0.037382876,1,,,1479425680324314346.jpg,"(0.0197, 0.0492]",6
2659,1.48e+18,-0.401425719,0,,,1479425574155827264.jpg,"(-0.879, -0.248]",0
4908,1.48e+18,0.024434609,0,,,1479425686625465795.jpg,"(0.0197, 0.0492]",6
3905,1.48e+18,-0.094247781,1,,,1479425636466700701.jpg,"(-0.0977, -0.0419]",2
698,1.48e+18,-0.059341196,1,,,1479425476088700194.jpg,"(-0.0977, -0.0419]",2
721,1.48e+18,-0.126162543,0,,,1479425477238840334.jpg,"(-0.248, -0.0977]",1
4482,1.48e+18,-0.004654078,0,,,1479425665321750048.jpg,"(-0.0105, 0.00366]",4
2752,1.48e+18,0.13068595,0,,,1479425578806656321.jpg,"(0.104, 0.24]",8
2238,1.48e+18,0.119015987,1,,,1479425553102115105.jpg,"(0.104, 0.24]",8
2191,1.48e+18,0.075908614,0,,,1479425550751704689.jpg,"(0.0492, 0.104]",7
5466,1.48e+18,-0.138948143,1,,,1479425714530364341.jpg,"(-0.248, -0.0977]",1
2159,1.48e+18,0.0,0,,,1479425549151489213.jpg,"(-0.0105, 0.00366]",4
5492,1.48e+18,-0.115238765,1,,,1479425715830609666.jpg,"(-0.248, -0.0977]",1
3583,1.48e+18,-0.095203837,0,,,1479425620363918491.jpg,"(-0.0977, -0.0419]",2
47,1.48e+18,-0.032778636,0,,,1479425443533017775.jpg,"(-0.0419, -0.0105]",3
4130,1.48e+18,-0.015689041,0,,,1479425647718716231.jpg,"(-0.0419, -0.0105]",3
2113,1.48e+18,0.025022813,1,,,1479425546851017408.jpg,"(0.0197, 0.0492]",6
664,1.48e+18,0.006981317,0,,,1479425474388404577.jpg,"(0.00366, 0.0197]",5
4508,1.48e+18,0.029670598,0,,,1479425666621965174.jpg,"(0.0197, 0.0492]",6
2188,1.48e+18,0.034931844,1,,,1479425550601670140.jpg,"(0.0197, 0.0492]",6
250,1.48e+18,-0.02852147,0,,,1479425453684792122.jpg,"(-0.0419, -0.0105]",3
5024,1.48e+18,0.015707964,0,,,1479425692426461472.jpg,"(0.00366, 0.0197]",5
1863,1.48e+18,-0.781907499,0,,,1479425534348871740.jpg,"(-0.879, -0.248]",0
1348,1.48e+18,-0.212930173,0,,,1479425508594368923.jpg,"(-0.248, -0.0977]",1
3887,1.48e+18,-0.04712389,1,,,1479425635566650559.jpg,"(-0.0977, -0.0419]",2
3413,1.48e+18,-0.358644425,0,,,1479425611862442766.jpg,"(-0.879, -0.248]",0
887,1.48e+18,-0.059341196,0,,,1479425485540340795.jpg,"(-0.0977, -0.0419]",2
2947,1.48e+18,0.054738334,1,,,1479425588558429826.jpg,"(0.0492, 0.104]",7
4937,1.48e+18,-0.006981317,0,,,1479425688075779684.jpg,"(-0.0105, 0.00366]",4
4410,1.48e+18,-0.442948314,0,,,1479425661721101557.jpg,"(-0.879, -0.248]",0
455,1.48e+18,-0.003733649,0,,,1479425463936636948.jpg,"(-0.0105, 0.00366]",4
431,1.48e+18,0.050614547,1,,,1479425462736443337.jpg,"(0.0492, 0.104]",7
5102,1.48e+18,0.02617994,1,,,1479425696327276358.jpg,"(0.0197, 0.0492]",6
3521,1.48e+18,-0.226612728,1,,,1479425617263306088.jpg,"(-0.248, -0.0977]",1
3242,1.48e+18,0.170867807,1,,,1479425603310968858.jpg,"(0.104, 0.24]",8
2613,1.48e+18,-0.100889529,1,,,1479425571855425240.jpg,"(-0.248, -0.0977]",1
379,1.48e+18,0.211801835,1,,,1479425460135915916.jpg,"(0.104, 0.24]",8
1669,1.48e+18,0.030590437,0,,,1479425524647179311.jpg,"(0.0197, 0.0492]",6
2469,1.48e+18,0.020943951,0,,,1479425564654186954.jpg,"(0.0197, 0.0492]",6
1150,1.48e+18,0.352333956,1,,,1479425498692668616.jpg,"(0.24, 0.95]",9
1827,1.48e+18,-0.366302741,1,,,1479425532548575697.jpg,"(-0.879, -0.248]",0
2139,1.48e+18,0.001206026,1,,,1479425548151285042.jpg,"(-0.0105, 0.00366]",4
1332,1.48e+18,-0.219487185,0,,,1479425507794249045.jpg,"(-0.248, -0.0977]",1
1300,1.48e+18,-0.218166158,0,,,1479425506193823670.jpg,"(-0.248, -0.0977]",1
658,1.48e+18,0.005235988,1,,,1479425474088396056.jpg,"(0.00366, 0.0197]",5
5099,1.48e+18,0.02617994,0,,,1479425696177221421.jpg,"(0.0197, 0.0492]",6
1702,1.48e+18,0.07599105,0,,,1479425526297415040.jpg,"(0.0492, 0.104]",7
204,1.48e+18,0.001745329,1,,,1479425451384384161.jpg,"(-0.0105, 0.00366]",4
2657,1.48e+18,-0.401425719,1,,,1479425574055815312.jpg,"(-0.879, -0.248]",0
1143,1.48e+18,0.204776464,0,,,1479425498342627254.jpg,"(0.104, 0.24]",8
677,1.48e+18,-0.006186648,1,,,1479425475038597612.jpg,"(-0.0105, 0.00366]",4
212,1.48e+18,-0.056754874,0,,,1479425451784399230.jpg,"(-0.0977, -0.0419]",2
5558,1.48e+18,-0.125663713,0,,,1479425719131164819.jpg,"(-0.248, -0.0977]",1
1985,1.48e+18,-0.197495671,1,,,1479425540450000195.jpg,"(-0.248, -0.0977]",1
4881,1.48e+18,0.038397245,0,,,1479425685275199939.jpg,"(0.0197, 0.0492]",6
332,1.48e+18,-0.064781004,0,,,1479425457785461222.jpg,"(-0.0977, -0.0419]",2
849,1.48e+18,0.064812965,1,,,1479425483640054335.jpg,"(0.0492, 0.104]",7
1644,1.48e+18,0.02617994,0,,,1479425523396930504.jpg,"(0.0197, 0.0492]",6
1331,1.48e+18,-0.234749009,0,,,1479425507744166667.jpg,"(-0.248, -0.0977]",1
2136,1.48e+18,0.001745329,1,,,1479425548001202753.jpg,"(-0.0105, 0.00366]",4
5309,1.48e+18,0.027413694,1,,,1479425706679021953.jpg,"(0.0197, 0.0492]",6
2790,1.48e+18,0.302406487,0,,,1479425580706990244.jpg,"(0.24, 0.95]",9
4847,1.48e+18,-0.109955743,0,,,1479425683574921573.jpg,"(-0.248, -0.0977]",1
1538,1.48e+18,0.001745329,1,,,1479425518096055331.jpg,"(-0.0105, 0.00366]",4
2226,1.48e+18,0.264829441,1,,,1479425552502091564.jpg,"(0.24, 0.95]",9
5362,1.48e+18,0.013962634,1,,,1479425709329473812.jpg,"(0.00366, 0.0197]",5
1977,1.48e+18,-0.225813451,1,,,1479425540049895564.jpg,"(-0.248, -0.0977]",1
4412,1.48e+18,-0.416462943,0,,,1479425661821111816.jpg,"(-0.879, -0.248]",0
2596,1.48e+18,-0.045378562,0,,,1479425571005239474.jpg,"(-0.0977, -0.0419]",2
2030,1.48e+18,0.479965538,0,,,1479425542700349426.jpg,"(0.24, 0.95]",9
4889,1.48e+18,-0.018104442,0,,,1479425685675454152.jpg,"(-0.0419, -0.0105]",3
3437,1.48e+18,-0.145613019,1,,,1479425613062608579.jpg,"(-0.248, -0.0977]",1
3083,1.48e+18,0.164280906,1,,,1479425595359541401.jpg,"(0.104, 0.24]",8
397,1.48e+18,0.24085544,0,,,1479425461036044239.jpg,"(0.24, 0.95]",9
2764,1.48e+18,0.251327425,0,,,1479425579406652890.jpg,"(0.24, 0.95]",9
5553,1.48e+18,-0.131294329,0,,,1479425718881139339.jpg,"(-0.248, -0.0977]",1
5350,1.48e+18,0.022689281,0,,,1479425708729349824.jpg,"(0.0197, 0.0492]",6
3038,1.48e+18,0.122173049,1,,,1479425593109249603.jpg,"(0.104, 0.24]",8
3627,1.48e+18,0.245811924,1,,,1479425622564242310.jpg,"(0.24, 0.95]",9
2229,1.48e+18,0.267540099,1,,,1479425552652058582.jpg,"(0.24, 0.95]",9
3830,1.48e+18,0.09146647,0,,,1479425632716006827.jpg,"(0.0492, 0.104]",7
937,1.48e+18,0.410152376,1,,,1479425488040827366.jpg,"(0.24, 0.95]",9
435,1.48e+18,0.05211384,0,,,1479425462936411672.jpg,"(0.0492, 0.104]",7
4390,1.48e+18,-0.874343861,0,,,1479425660720907788.jpg,"(-0.879, -0.248]",0
4972,1.48e+18,0.031415928,0,,,1479425689826074775.jpg,"(0.0197, 0.0492]",6
4436,1.48e+18,-0.11604583,0,,,1479425663021413650.jpg,"(-0.248, -0.0977]",1
4617,1.48e+18,0.006981317,1,,,1479425672072924116.jpg,"(0.00366, 0.0197]",5
4859,1.48e+18,-0.104719758,0,,,1479425684175152631.jpg,"(-0.248, -0.0977]",1
4498,1.48e+18,0.028398669,0,,,1479425666121872637.jpg,"(0.0197, 0.0492]",6
406,1.48e+18,0.260484687,1,,,1479425461486115901.jpg,"(0.24, 0.95]",9
5520,1.48e+18,-0.121470978,0,,,1479425717230822514.jpg,"(-0.248, -0.0977]",1
3712,1.48e+18,0.083775803,0,,,1479425626815020963.jpg,"(0.0492, 0.104]",7
77,1.48e+18,-0.06981317,1,,,1479425445033271766.jpg,"(-0.0977, -0.0419]",2
1271,1.48e+18,-0.302175887,1,,,1479425504743700925.jpg,"(-0.879, -0.248]",0
3662,1.48e+18,0.185242488,0,,,1479425624314538849.jpg,"(0.104, 0.24]",8
3325,1.48e+18,0.448091306,0,,,1479425607461696424.jpg,"(0.24, 0.95]",9
4856,1.48e+18,-0.106465086,0,,,1479425684025132395.jpg,"(-0.248, -0.0977]",1
3153,1.48e+18,-0.187492358,0,,,1479425598860130067.jpg,"(-0.248, -0.0977]",1
128,1.48e+18,-0.003140423,1,,,1479425447583646955.jpg,"(-0.0105, 0.00366]",4
4402,1.48e+18,-0.460589572,0,,,1479425661321005156.jpg,"(-0.879, -0.248]",0
990,1.48e+18,0.107267818,1,,,1479425490691200520.jpg,"(0.104, 0.24]",8
605,1.48e+18,0.158844024,1,,,1479425471437817786.jpg,"(0.104, 0.24]",8
3913,1.48e+18,-0.092502452,1,,,1479425636866867026.jpg,"(-0.0977, -0.0419]",2
2835,1.48e+18,0.123918377,1,,,1479425582957418594.jpg,"(0.104, 0.24]",8
4405,1.48e+18,-0.474729568,1,,,1479425661471057680.jpg,"(-0.879, -0.248]",0
5078,1.48e+18,-0.005235988,1,,,1479425695126940139.jpg,"(-0.0105, 0.00366]",4
581,1.48e+18,0.386435714,1,,,1479425470237670583.jpg,"(0.24, 0.95]",9
1547,1.48e+18,0.001745329,0,,,1479425518546087245.jpg,"(-0.0105, 0.00366]",4
2765,1.48e+18,0.251327425,0,,,1479425579456751732.jpg,"(0.24, 0.95]",9
380,1.48e+18,0.217637429,1,,,1479425460185897187.jpg,"(0.104, 0.24]",8
1940,1.48e+18,-0.310668617,1,,,1479425538199508483.jpg,"(-0.879, -0.248]",0
4534,1.48e+18,0.02617994,0,,,1479425667922170211.jpg,"(0.0197, 0.0492]",6
4809,1.48e+18,-0.004525067,1,,,1479425681674615040.jpg,"(-0.0105, 0.00366]",4
3403,1.48e+18,-0.350492444,0,,,1479425611362340909.jpg,"(-0.879, -0.248]",0
1869,1.48e+18,-0.764949976,0,,,1479425534648929715.jpg,"(-0.879, -0.248]",0
2314,1.48e+18,0.029670598,0,,,1479425556902783565.jpg,"(0.0197, 0.0492]",6
244,1.48e+18,-0.000630311,1,,,1479425453384695179.jpg,"(-0.0105, 0.00366]",4
4646,1.48e+18,0.048375772,0,,,1479425673523282399.jpg,"(0.0197, 0.0492]",6
1437,1.48e+18,0.035517721,0,,,1479425513045211659.jpg,"(0.0197, 0.0492]",6
2753,1.48e+18,0.144610306,1,,,1479425578856587858.jpg,"(0.104, 0.24]",8
2328,1.48e+18,0.030597575,1,,,1479425557602887512.jpg,"(0.0197, 0.0492]",6
367,1.48e+18,0.2376977,0,,,1479425459535766306.jpg,"(0.104, 0.24]",8
109,1.48e+18,-0.085521132,0,,,1479425446633522506.jpg,"(-0.0977, -0.0419]",2
4807,1.48e+18,0.0,1,,,1479425681574666885.jpg,"(-0.0105, 0.00366]",4
3728,1.48e+18,0.074718632,1,,,1479425627615251107.jpg,"(0.0492, 0.104]",7
2482,1.48e+18,0.062831856,1,,,1479425565304280586.jpg,"(0.0492, 0.104]",7
218,1.48e+18,0.016217482,1,,,1479425452084417312.jpg,"(0.00366, 0.0197]",5
3382,1.48e+18,-0.181467965,1,,,1479425610312122178.jpg,"(-0.248, -0.0977]",1
4237,1.48e+18,0.895781107,0,,,1479425653069662333.jpg,"(0.24, 0.95]",9
4454,1.48e+18,0.001745329,0,,,1479425663921532179.jpg,"(-0.0105, 0.00366]",4
1432,1.48e+18,0.034906585,0,,,1479425512795177387.jpg,"(0.0197, 0.0492]",6
4757,1.48e+18,0.005235988,1,,,1479425679074257831.jpg,"(0.00366, 0.0197]",5
4199,1.48e+18,0.147708721,0,,,1479425651169378225.jpg,"(0.104, 0.24]",8
3756,1.48e+18,0.010744352,0,,,1479425629015403782.jpg,"(0.00366, 0.0197]",5
3885,1.48e+18,-0.04712389,1,,,1479425635466526521.jpg,"(-0.0977, -0.0419]",2
4331,1.48e+18,-0.014665572,1,,,1479425657770419135.jpg,"(-0.0419, -0.0105]",3
4466,1.48e+18,-0.027925268,0,,,1479425664521574908.jpg,"(-0.0419, -0.0105]",3
988,1.48e+18,0.112497025,0,,,1479425490591145151.jpg,"(0.104, 0.24]",8
5040,1.48e+18,-0.020943951,1,,,1479425693226754770.jpg,"(-0.0419, -0.0105]",3
1743,1.48e+18,0.165806279,1,,,1479425528347901388.jpg,"(0.104, 0.24]",8
2875,1.48e+18,0.038701017,0,,,1479425584957844617.jpg,"(0.0197, 0.0492]",6
3679,1.48e+18,0.16406095,1,,,1479425625164686765.jpg,"(0.104, 0.24]",8
697,1.48e+18,-0.059341196,1,,,1479425476038620673.jpg,"(-0.0977, -0.0419]",2
3397,1.48e+18,-0.345575184,0,,,1479425611062266948.jpg,"(-0.879, -0.248]",0
16,1.48e+18,-0.052359879,0,,,1479425441982783223.jpg,"(-0.0977, -0.0419]",2
3709,1.48e+18,0.083775803,1,,,1479425626665012218.jpg,"(0.0492, 0.104]",7
2877,1.48e+18,0.007507951,0,,,1479425585057729564.jpg,"(0.00366, 0.0197]",5
560,1.48e+18,0.374087472,0,,,1479425469187499703.jpg,"(0.24, 0.95]",9
5364,1.48e+18,0.013962634,0,,,1479425709429503743.jpg,"(0.00366, 0.0197]",5
4904,1.48e+18,0.027925268,1,,,1479425686425569550.jpg,"(0.0197, 0.0492]",6
2696,1.48e+18,-0.019049838,1,,,1479425576006094443.jpg,"(-0.0419, -0.0105]",3
1145,1.48e+18,0.251631598,1,,,1479425498442565993.jpg,"(0.24, 0.95]",9
2624,1.48e+18,-0.240229365,1,,,1479425572405469057.jpg,"(-0.248, -0.0977]",1
336,1.48e+18,-0.046938132,1,,,1479425457985574404.jpg,"(-0.0977, -0.0419]",2
208,1.48e+18,-0.02007948,1,,,1479425451584434387.jpg,"(-0.0419, -0.0105]",3
4141,1.48e+18,-0.045378562,1,,,1479425648268823880.jpg,"(-0.0977, -0.0419]",2
5337,1.48e+18,0.034906585,1,,,1479425708079311235.jpg,"(0.0197, 0.0492]",6
4655,1.48e+18,0.052359879,1,,,1479425673973327248.jpg,"(0.0492, 0.104]",7
4818,1.48e+18,-0.055736318,0,,,1479425682124802544.jpg,"(-0.0977, -0.0419]",2
4395,1.48e+18,-0.646789362,0,,,1479425660970962229.jpg,"(-0.879, -0.248]",0
4145,1.48e+18,-0.043457556,1,,,1479425648468774453.jpg,"(-0.0977, -0.0419]",2
4069,1.48e+18,-0.36477381,1,,,1479425644668159443.jpg,"(-0.879, -0.248]",0
33,1.48e+18,-0.031415928,1,,,1479425442832833025.jpg,"(-0.0419, -0.0105]",3
1682,1.48e+18,0.020806229,1,,,1479425525297248054.jpg,"(0.0197, 0.0492]",6
964,1.48e+18,0.395710072,1,,,1479425489390957711.jpg,"(0.24, 0.95]",9
2223,1.48e+18,0.251984681,0,,,1479425552352008919.jpg,"(0.24, 0.95]",9
768,1.48e+18,-0.239110112,0,,,1479425479589374111.jpg,"(-0.248, -0.0977]",1
4528,1.48e+18,0.024712734,1,,,1479425667622189563.jpg,"(0.0197, 0.0492]",6
4144,1.48e+18,-0.045378562,1,,,1479425648418823926.jpg,"(-0.0977, -0.0419]",2
5098,1.48e+18,0.027921942,1,,,1479425696127140086.jpg,"(0.0197, 0.0492]",6
5340,1.48e+18,0.033161256,0,,,1479425708229273175.jpg,"(0.0197, 0.0492]",6
863,1.48e+18,-0.022752688,0,,,1479425484340062246.jpg,"(-0.0419, -0.0105]",3
1192,1.48e+18,0.197222203,1,,,1479425500793030226.jpg,"(0.104, 0.24]",8
23,1.48e+18,-0.029670598,1,,,1479425442332893792.jpg,"(-0.0419, -0.0105]",3
1550,1.48e+18,0.008726646,1,,,1479425518696180177.jpg,"(0.00366, 0.0197]",5
1316,1.48e+18,-0.113982524,1,,,1479425506994141684.jpg,"(-0.248, -0.0977]",1
743,1.48e+18,-0.348838,0,,,1479425478339057488.jpg,"(-0.879, -0.248]",0
3442,1.48e+18,-0.070998518,1,,,1479425613312618916.jpg,"(-0.0977, -0.0419]",2
286,1.48e+18,-0.04712389,1,,,1479425455485082736.jpg,"(-0.0977, -0.0419]",2
945,1.48e+18,0.477202103,1,,,1479425488440785034.jpg,"(0.24, 0.95]",9
4125,1.48e+18,-0.003490658,0,,,1479425647468626985.jpg,"(-0.0105, 0.00366]",4
3349,1.48e+18,0.113030235,1,,,1479425608661872592.jpg,"(0.104, 0.24]",8
711,1.48e+18,-0.011389364,1,,,1479425476738775155.jpg,"(-0.0419, -0.0105]",3
4261,1.48e+18,0.841255233,1,,,1479425654269751846.jpg,"(0.24, 0.95]",9
3671,1.48e+18,0.157079637,1,,,1479425624764600994.jpg,"(0.104, 0.24]",8
2061,1.48e+18,0.073287084,0,,,1479425544250594881.jpg,"(0.0492, 0.104]",7
1873,1.48e+18,-0.679563256,0,,,1479425534849021673.jpg,"(-0.879, -0.248]",0
5270,1.48e+18,-0.005235988,0,,,1479425704728653846.jpg,"(-0.0105, 0.00366]",4
4236,1.48e+18,0.9013455,1,,,1479425653020165686.jpg,"(0.24, 0.95]",9
3936,1.48e+18,-0.051668439,0,,,1479425638016963143.jpg,"(-0.0977, -0.0419]",2
5316,1.48e+18,0.04712389,1,,,1479425707029130275.jpg,"(0.0197, 0.0492]",6
4345,1.48e+18,-0.321231716,0,,,1479425658470593609.jpg,"(-0.879, -0.248]",0
1752,1.48e+18,0.162924029,1,,,1479425528797883713.jpg,"(0.104, 0.24]",8
82,1.48e+18,-0.087202743,1,,,1479425445283448582.jpg,"(-0.0977, -0.0419]",2
3199,1.48e+18,-0.330308877,0,,,1479425601160540850.jpg,"(-0.879, -0.248]",0
5608,1.48e+18,-0.089011788,0,,,1479425721631593072.jpg,"(-0.0977, -0.0419]",2
2192,1.48e+18,0.082021897,0,,,1479425550801774608.jpg,"(0.0492, 0.104]",7
1875,1.48e+18,-0.59747654,1,,,1479425534949033376.jpg,"(-0.879, -0.248]",0
4386,1.48e+18,-0.779018411,0,,,1479425660520892175.jpg,"(-0.879, -0.248]",0
1243,1.48e+18,-0.123216438,1,,,1479425503343450042.jpg,"(-0.248, -0.0977]",1
4061,1.48e+18,-0.380261354,0,,,1479425644268092442.jpg,"(-0.879, -0.248]",0
2160,1.48e+18,0.0,1,,,1479425549201454856.jpg,"(-0.0105, 0.00366]",4
4256,1.48e+18,0.88597083,0,,,1479425654019769198.jpg,"(0.24, 0.95]",9
1003,1.48e+18,0.038397245,1,,,1479425491341335784.jpg,"(0.0197, 0.0492]",6
686,1.48e+18,0.048869219,1,,,1479425475488518345.jpg,"(0.0197, 0.0492]",6
2418,1.48e+18,0.020943951,0,,,1479425562103675788.jpg,"(0.0197, 0.0492]",6
2390,1.48e+18,0.024434609,0,,,1479425560703429761.jpg,"(0.0197, 0.0492]",6
440,1.48e+18,0.039718295,0,,,1479425463186442372.jpg,"(0.0197, 0.0492]",6
825,1.48e+18,-0.006396514,1,,,1479425482439757697.jpg,"(-0.0105, 0.00366]",4
220,1.48e+18,0.052190136,1,,,1479425452184466002.jpg,"(0.0492, 0.104]",7
2697,1.48e+18,-0.012948197,1,,,1479425576056102382.jpg,"(-0.0419, -0.0105]",3
5493,1.48e+18,-0.122199995,1,,,1479425715880589995.jpg,"(-0.248, -0.0977]",1
4062,1.48e+18,-0.358309889,0,,,1479425644318172636.jpg,"(-0.879, -0.248]",0
2492,1.48e+18,0.017216282,1,,,1479425565804446671.jpg,"(0.00366, 0.0197]",5
5234,1.48e+18,0.010471975,1,,,1479425702928217508.jpg,"(0.00366, 0.0197]",5
1610,1.48e+18,-0.01537048,0,,,1479425521696704425.jpg,"(-0.0419, -0.0105]",3
2670,1.48e+18,-0.383644503,1,,,1479425574705969870.jpg,"(-0.879, -0.248]",0
2464,1.48e+18,0.006917038,0,,,1479425564404086265.jpg,"(0.00366, 0.0197]",5
3152,1.48e+18,-0.201662205,0,,,1479425598810120752.jpg,"(-0.248, -0.0977]",1
808,1.48e+18,-0.059341196,1,,,1479425481589642847.jpg,"(-0.0977, -0.0419]",2
1909,1.48e+18,-0.120664814,0,,,1479425536649394335.jpg,"(-0.248, -0.0977]",1
4553,1.48e+18,0.027925268,0,,,1479425668872347573.jpg,"(0.0197, 0.0492]",6
836,1.48e+18,0.015707964,0,,,1479425482990024259.jpg,"(0.00366, 0.0197]",5
1258,1.48e+18,-0.277601695,0,,,1479425504093580095.jpg,"(-0.879, -0.248]",0
1978,1.48e+18,-0.220241409,1,,,1479425540100005772.jpg,"(-0.248, -0.0977]",1
5371,1.48e+18,0.012217305,0,,,1479425709779565868.jpg,"(0.00366, 0.0197]",5
1911,1.48e+18,-0.133612557,0,,,1479425536749264384.jpg,"(-0.248, -0.0977]",1
5564,1.48e+18,-0.060176769,1,,,1479425719431181636.jpg,"(-0.0977, -0.0419]",2
928,1.48e+18,0.403717885,1,,,1479425487590654741.jpg,"(0.24, 0.95]",9
1425,1.48e+18,-0.030441504,1,,,1479425512444921374.jpg,"(-0.0419, -0.0105]",3
5240,1.48e+18,0.013962634,0,,,1479425703228431868.jpg,"(0.00366, 0.0197]",5
4636,1.48e+18,0.027486924,0,,,1479425673023091026.jpg,"(0.0197, 0.0492]",6
3315,1.48e+18,0.55501473,1,,,1479425606961603613.jpg,"(0.24, 0.95]",9
976,1.48e+18,0.344904907,1,,,1479425489991138916.jpg,"(0.24, 0.95]",9
1227,1.48e+18,-0.003992209,0,,,1479425502543290803.jpg,"(-0.0105, 0.00366]",4
1525,1.48e+18,0.0,0,,,1479425517445941223.jpg,"(-0.0105, 0.00366]",4
195,1.48e+18,0.005235988,1,,,1479425450934345661.jpg,"(0.00366, 0.0197]",5
4954,1.48e+18,-0.010471975,1,,,1479425688925892595.jpg,"(-0.0419, -0.0105]",3
3093,1.48e+18,0.025439189,0,,,1479425595859605120.jpg,"(0.0197, 0.0492]",6
4075,1.48e+18,-0.325071365,1,,,1479425644968232346.jpg,"(-0.879, -0.248]",0
443,1.48e+18,0.02617994,0,,,1479425463336416846.jpg,"(0.0197, 0.0492]",6
2379,1.48e+18,0.020943951,1,,,1479425560153347832.jpg,"(0.0197, 0.0492]",6
4503,1.48e+18,0.040577885,1,,,1479425666371893002.jpg,"(0.0197, 0.0492]",6
3176,1.48e+18,-0.417788084,1,,,1479425600010391413.jpg,"(-0.879, -0.248]",0
2158,1.48e+18,0.0,1,,,1479425549101420367.jpg,"(-0.0105, 0.00366]",4
4018,1.48e+18,-0.133316393,1,,,1479425642117714164.jpg,"(-0.248, -0.0977]",1
3923,1.48e+18,-0.071558498,1,,,1479425637366945522.jpg,"(-0.0977, -0.0419]",2
