,image,angle
4984,4985.jpg,18.55
16629,16630.jpg,-13.61
34394,34395.jpg,77.95
32522,32523.jpg,-28.94
32996,32997.jpg,16.13
24220,24221.jpg,0.4
37482,37483.jpg,0.71
43514,43515.jpg,0.91
40402,40403.jpg,13.51
35374,35375.jpg,6.35
40229,40230.jpg,-1.21
15696,15697.jpg,-15.43
21453,21454.jpg,11.19
24683,24684.jpg,2.22
18050,18051.jpg,6.45
3007,3008.jpg,0.4
1424,1425.jpg,-1.61
3391,3392.jpg,2.42
13741,13742.jpg,29.75
15844,15845.jpg,-11.5
25573,25574.jpg,7.56
38208,38209.jpg,28.13
33898,33899.jpg,8.87
39141,39142.jpg,-71.7
42033,42034.jpg,-3.83
40112,40113.jpg,1.51
16246,16247.jpg,11.6
22808,22809.jpg,-9.08
18609,18610.jpg,9.28
27732,27733.jpg,-42.05
10899,10900.jpg,-6.86
37157,37158.jpg,-77.75
6939,6940.jpg,182.82
33857,33858.jpg,2.72
9895,9896.jpg,27.73
38963,38964.jpg,12.0
4313,4314.jpg,4.24
17626,17627.jpg,1.31
24551,24552.jpg,48.5
43478,43479.jpg,-7.16
41402,41403.jpg,0.0
31650,31651.jpg,-7.26
4870,4871.jpg,6.35
2105,2106.jpg,0.0
10187,10188.jpg,0.0
36870,36871.jpg,-0.5
25428,25429.jpg,-8.07
9911,9912.jpg,9.18
3115,3116.jpg,4.44
31196,31197.jpg,2.82
38904,38905.jpg,8.27
36633,36634.jpg,30.15
9398,9399.jpg,7.16
24163,24164.jpg,-2.22
36279,36280.jpg,-7.76
5612,5613.jpg,-11.19
24524,24525.jpg,-65.34
28460,28461.jpg,-18.55
17983,17984.jpg,5.95
42050,42051.jpg,-3.83
4931,4932.jpg,18.55
44489,44490.jpg,9.78
36530,36531.jpg,40.84
24615,24616.jpg,18.45
7794,7795.jpg,15.93
34004,34005.jpg,15.33
41135,41136.jpg,2.02
21330,21331.jpg,0.5
13304,13305.jpg,1.82
17558,17559.jpg,1.41
22065,22066.jpg,0.0
19087,19088.jpg,-15.23
37233,37234.jpg,-47.39
4715,4716.jpg,5.55
26119,26120.jpg,95.09
10591,10592.jpg,-48.81
23040,23041.jpg,0.71
17887,17888.jpg,7.36
18577,18578.jpg,9.08
24175,24176.jpg,0.0
8592,8593.jpg,-9.28
4835,4836.jpg,-0.1
36236,36237.jpg,-6.66
33114,33115.jpg,-2.22
13305,13306.jpg,1.71
26217,26218.jpg,86.72
11762,11763.jpg,0.0
3737,3738.jpg,2.82
23568,23569.jpg,-11.9
25855,25856.jpg,-67.16
21894,21895.jpg,-0.3
12539,12540.jpg,-1.31
22499,22500.jpg,0.0
20427,20428.jpg,6.66
30213,30214.jpg,-0.5
13343,13344.jpg,3.93
18427,18428.jpg,3.03
11327,11328.jpg,0.91
38949,38950.jpg,7.97
3005,3006.jpg,0.4
22624,22625.jpg,-6.55
38088,38089.jpg,-5.45
9689,9690.jpg,-11.19
21735,21736.jpg,5.34
43949,43950.jpg,-19.36
18893,18894.jpg,1.21
2989,2990.jpg,2.82
7758,7759.jpg,18.86
4020,4021.jpg,15.03
20380,20381.jpg,4.13
26527,26528.jpg,-13.11
13189,13190.jpg,0.4
26328,26329.jpg,13.92
16934,16935.jpg,2.52
5853,5854.jpg,-17.34
6946,6947.jpg,191.9
38689,38690.jpg,8.27
24548,24549.jpg,17.04
30104,30105.jpg,-44.77
37430,37431.jpg,4.64
14207,14208.jpg,-21.08
27851,27852.jpg,-15.03
15525,15526.jpg,-14.72
20045,20046.jpg,-23.19
44690,44691.jpg,9.78
606,607.jpg,-25.82
23889,23890.jpg,12.2
28943,28944.jpg,1.21
6403,6404.jpg,14.52
24867,24868.jpg,-3.23
41592,41593.jpg,-1.31
23778,23779.jpg,3.63
8108,8109.jpg,-0.61
37949,37950.jpg,-17.95
15362,15363.jpg,-8.37
9047,9048.jpg,23.39
11326,11327.jpg,1.01
669,670.jpg,3.53
12399,12400.jpg,29.85
5725,5726.jpg,-13.82
13012,13013.jpg,7.66
19487,19488.jpg,1.51
12133,12134.jpg,11.29
11064,11065.jpg,2.62
327,328.jpg,9.08
33931,33932.jpg,13.11
5023,5024.jpg,22.69
12980,12981.jpg,7.97
33719,33720.jpg,-35.9
10069,10070.jpg,2.82
13820,13821.jpg,-1.51
39945,39946.jpg,-2.02
39079,39080.jpg,-144.3
38843,38844.jpg,8.27
29849,29850.jpg,13.82
19250,19251.jpg,0.0
36062,36063.jpg,-4.03
4312,4313.jpg,4.13
32546,32547.jpg,-27.43
21232,21233.jpg,-22.29
37422,37423.jpg,7.46
21987,21988.jpg,-0.61
9834,9835.jpg,-17.95
30548,30549.jpg,56.97
25661,25662.jpg,-49.71
42863,42864.jpg,2.92
26350,26351.jpg,13.51
28596,28597.jpg,-20.47
16500,16501.jpg,-10.39
11008,11009.jpg,-1.82
18465,18466.jpg,0.5
23843,23844.jpg,1.82
28463,28464.jpg,-19.06
23179,23180.jpg,12.3
39747,39748.jpg,1.01
1908,1909.jpg,2.62
24287,24288.jpg,15.83
33164,33165.jpg,-42.55
14711,14712.jpg,-78.55
28388,28389.jpg,5.95
44865,44866.jpg,8.27
38950,38951.jpg,8.17
42928,42929.jpg,-13.92
18615,18616.jpg,9.18
27546,27547.jpg,25.21
24238,24239.jpg,-2.12
27368,27369.jpg,0.1
5310,5311.jpg,-21.78
5431,5432.jpg,-20.17
16098,16099.jpg,1.82
36984,36985.jpg,-19.76
11992,11993.jpg,1.82
38701,38702.jpg,8.27
2655,2656.jpg,-10.49
28853,28854.jpg,1.41
43507,43508.jpg,-0.61
43732,43733.jpg,13.71
2852,2853.jpg,1.31
14686,14687.jpg,-115.6
34168,34169.jpg,-5.24
22151,22152.jpg,-2.52
36987,36988.jpg,-19.76
14966,14967.jpg,16.74
38717,38718.jpg,8.27
44438,44439.jpg,9.78
14999,15000.jpg,18.35
42164,42165.jpg,-3.03
6266,6267.jpg,17.34
26854,26855.jpg,-6.96
25763,25764.jpg,-63.03
641,642.jpg,-5.04
23712,23713.jpg,-12.3
38705,38706.jpg,8.27
28837,28838.jpg,-0.3
14721,14722.jpg,-65.45
39949,39950.jpg,-0.71
33417,33418.jpg,52.84
17886,17887.jpg,7.66
36309,36310.jpg,-12.4
16698,16699.jpg,-12.61
16187,16188.jpg,14.32
23356,23357.jpg,13.01
41895,41896.jpg,-0.71
32139,32140.jpg,15.53
2863,2864.jpg,-2.12
33059,33060.jpg,14.42
34200,34201.jpg,-34.89
1523,1524.jpg,-4.03
24654,24655.jpg,-2.22
6060,6061.jpg,-14.72
32679,32680.jpg,-2.22
36546,36547.jpg,41.34
19860,19861.jpg,-5.95
21809,21810.jpg,3.73
12485,12486.jpg,3.53
13260,13261.jpg,1.21
39670,39671.jpg,4.34
25202,25203.jpg,0.91
14189,14190.jpg,-25.71
20990,20991.jpg,12.61
4368,4369.jpg,4.74
40961,40962.jpg,1.61
4753,4754.jpg,1.41
38451,38452.jpg,0.0
14514,14515.jpg,-4.34
8055,8056.jpg,1.41
35807,35808.jpg,-52.94
31427,31428.jpg,4.74
31092,31093.jpg,-59.9
31062,31063.jpg,-73.31
23822,23823.jpg,-0.71
16635,16636.jpg,-13.61
18209,18210.jpg,0.0
34567,34568.jpg,-40.03
45385,45386.jpg,1.31
29346,29347.jpg,-13.21
22023,22024.jpg,2.22
16321,16322.jpg,-0.91
36668,36669.jpg,11.09
26691,26692.jpg,-74.42
24687,24688.jpg,-1.11
28880,28881.jpg,1.31
18607,18608.jpg,9.28
14581,14582.jpg,-0.1
25245,25246.jpg,-1.11
9986,9987.jpg,-4.03
35648,35649.jpg,-35.6
13670,13671.jpg,26.92
24550,24551.jpg,37.11
38469,38470.jpg,-3.43
41097,41098.jpg,0.5
42003,42004.jpg,-3.23
9095,9096.jpg,27.73
21565,21566.jpg,-19.16
24082,24083.jpg,0.0
17702,17703.jpg,1.61
34212,34213.jpg,-46.69
38171,38172.jpg,28.64
45328,45329.jpg,18.05
42388,42389.jpg,-2.52
13581,13582.jpg,27.73
42869,42870.jpg,3.43
26906,26907.jpg,-10.29
5627,5628.jpg,-14.42
34285,34286.jpg,-36.3
40870,40871.jpg,2.22
8018,8019.jpg,-2.52
33341,33342.jpg,24.3
15942,15943.jpg,-10.69
29739,29740.jpg,10.89
38425,38426.jpg,26.42
41903,41904.jpg,-0.4
26968,26969.jpg,3.93
29179,29180.jpg,5.45
3039,3040.jpg,3.53
22045,22046.jpg,1.11
28967,28968.jpg,0.0
10632,10633.jpg,-149.6
25868,25869.jpg,-34.39
15882,15883.jpg,-2.42
36112,36113.jpg,-5.04
37405,37406.jpg,16.24
38642,38643.jpg,8.27
43703,43704.jpg,22.29
16520,16521.jpg,-10.99
32149,32150.jpg,15.23
24584,24585.jpg,0.0
22217,22218.jpg,2.02
19238,19239.jpg,14.42
11115,11116.jpg,1.51
2090,2091.jpg,0.0
43776,43777.jpg,-4.24
32639,32640.jpg,-12.61
2379,2380.jpg,-0.3
16968,16969.jpg,0.5
27231,27232.jpg,9.38
22556,22557.jpg,-4.84
17754,17755.jpg,2.92
29477,29478.jpg,-17.75
30601,30602.jpg,40.24
20629,20630.jpg,3.83
31285,31286.jpg,-8.17
30147,30148.jpg,-42.76
24949,24950.jpg,-23.29
24403,24404.jpg,25.51
19203,19204.jpg,13.31
42708,42709.jpg,18.15
9653,9654.jpg,-10.39
36245,36246.jpg,-6.66
18134,18135.jpg,15.23
30509,30510.jpg,51.43
3134,3135.jpg,4.34
19292,19293.jpg,17.55
35029,35030.jpg,69.88
32523,32524.jpg,-29.24
14068,14069.jpg,-2.72
41892,41893.jpg,-0.71
20983,20984.jpg,11.19
22759,22760.jpg,-6.66
37680,37681.jpg,-2.12
39623,39624.jpg,-0.81
32453,32454.jpg,-26.02
40655,40656.jpg,1.61
35049,35050.jpg,76.44
6032,6033.jpg,-16.54
15171,15172.jpg,1.01
22878,22879.jpg,5.45
5723,5724.jpg,-14.42
17321,17322.jpg,2.72
26727,26728.jpg,-76.54
19668,19669.jpg,3.53
14951,14952.jpg,18.55
28228,28229.jpg,46.89
20905,20906.jpg,10.99
17973,17974.jpg,6.45
14956,14957.jpg,17.85
33980,33981.jpg,5.95
39947,39948.jpg,-1.51
41331,41332.jpg,-1.41
9392,9393.jpg,14.22
33154,33155.jpg,-28.03
12075,12076.jpg,3.73
13656,13657.jpg,26.62
16701,16702.jpg,-11.9
38702,38703.jpg,8.27
3010,3011.jpg,0.4
10297,10298.jpg,0.0
16597,16598.jpg,-13.92
15288,15289.jpg,-2.22
36356,36357.jpg,12.3
27130,27131.jpg,38.22
7619,7620.jpg,-2.52
18328,18329.jpg,1.11
12607,12608.jpg,2.52
29470,29471.jpg,-17.34
5143,5144.jpg,-0.1
15999,16000.jpg,-10.69
18383,18384.jpg,0.0
5113,5114.jpg,2.22
22629,22630.jpg,-6.76
13004,13005.jpg,7.06
2623,2624.jpg,-6.86
612,613.jpg,-9.88
1103,1104.jpg,19.06
16295,16296.jpg,11.5
748,749.jpg,-10.69
22866,22867.jpg,0.2
13216,13217.jpg,0.5
19405,19406.jpg,2.02
43998,43999.jpg,5.85
36823,36824.jpg,9.08
23558,23559.jpg,-13.11
5925,5926.jpg,-16.64
11465,11466.jpg,1.31
29789,29790.jpg,-0.3
41656,41657.jpg,0.1
37915,37916.jpg,-9.78
31855,31856.jpg,-18.45
30314,30315.jpg,1.01
1095,1096.jpg,21.48
37851,37852.jpg,-9.28
29880,29881.jpg,4.24
2987,2988.jpg,3.43
2025,2026.jpg,0.3
39999,40000.jpg,3.53
42905,42906.jpg,0.2
26282,26283.jpg,10.08
34023,34024.jpg,14.82
13310,13311.jpg,1.61
26882,26883.jpg,-11.09
24702,24703.jpg,-5.65
17800,17801.jpg,-1.51
35920,35921.jpg,2.32
36836,36837.jpg,0.71
19122,19123.jpg,-18.76
30190,30191.jpg,-16.84
18225,18226.jpg,6.05
28955,28956.jpg,0.4
30185,30186.jpg,-28.94
27369,27370.jpg,0.4
40130,40131.jpg,-0.5
13335,13336.jpg,2.42
5154,5155.jpg,1.31
28183,28184.jpg,43.76
20820,20821.jpg,12.0
26679,26680.jpg,-71.29
23295,23296.jpg,14.72
12504,12505.jpg,-3.03
1253,1254.jpg,103.66
8212,8213.jpg,-0.2
26518,26519.jpg,-0.5
26287,26288.jpg,10.39
37098,37099.jpg,-64.44
12493,12494.jpg,-0.71
4406,4407.jpg,67.87
15195,15196.jpg,0.0
5068,5069.jpg,14.52
31818,31819.jpg,-41.45
6521,6522.jpg,-0.81
27859,27860.jpg,-15.33
433,434.jpg,1.61
25409,25410.jpg,-12.2
11288,11289.jpg,2.12
9341,9342.jpg,20.67
33084,33085.jpg,5.55
35675,35676.jpg,-32.67
43897,43898.jpg,-18.05
917,918.jpg,187.06
7444,7445.jpg,-2.32
20141,20142.jpg,-9.08
17755,17756.jpg,3.13
14202,14203.jpg,-22.89
36370,36371.jpg,24.81
2200,2201.jpg,0.0
14672,14673.jpg,-114.5
24784,24785.jpg,2.72
28363,28364.jpg,6.96
10398,10399.jpg,0.0
45277,45278.jpg,23.39
35243,35244.jpg,-19.56
38114,38115.jpg,-2.52
17417,17418.jpg,3.23
36495,36496.jpg,51.33
31135,31136.jpg,-10.39
14712,14713.jpg,-77.34
18099,18100.jpg,7.26
6853,6854.jpg,22.89
10386,10387.jpg,0.0
9561,9562.jpg,-8.57
22656,22657.jpg,-6.96
30226,30227.jpg,0.71
16977,16978.jpg,0.5
35592,35593.jpg,-1.61
25807,25808.jpg,-70.99
3218,3219.jpg,2.52
15706,15707.jpg,-15.83
11820,11821.jpg,-15.13
18019,18020.jpg,8.57
4713,4714.jpg,6.76
19636,19637.jpg,6.35
29895,29896.jpg,0.4
25934,25935.jpg,-21.68
31312,31313.jpg,-6.25
43305,43306.jpg,2.12
32783,32784.jpg,-19.56
40749,40750.jpg,-0.1
14030,14031.jpg,-24.2
14184,14185.jpg,-26.62
19287,19288.jpg,17.55
32799,32800.jpg,-4.94
36593,36594.jpg,21.98
6524,6525.jpg,-0.81
26261,26262.jpg,19.87
12259,12260.jpg,28.84
7676,7677.jpg,3.23
25554,25555.jpg,13.01
16213,16214.jpg,9.38
17567,17568.jpg,1.01
31522,31523.jpg,24.5
22228,22229.jpg,1.82
7088,7089.jpg,-2.22
12584,12585.jpg,3.43
3180,3181.jpg,4.44
11349,11350.jpg,0.61
3382,3383.jpg,0.0
19727,19728.jpg,4.24
23603,23604.jpg,-11.8
29201,29202.jpg,-2.12
23234,23235.jpg,12.2
24020,24021.jpg,0.2
12097,12098.jpg,0.71
25347,25348.jpg,-18.45
20369,20370.jpg,4.64
27455,27456.jpg,24.2
203,204.jpg,2.22
42359,42360.jpg,-7.26
11692,11693.jpg,-17.34
6787,6788.jpg,1.31
12448,12449.jpg,29.85
25936,25937.jpg,-22.29
27837,27838.jpg,-15.23
4730,4731.jpg,1.51
10732,10733.jpg,9.98
23089,23090.jpg,0.5
17975,17976.jpg,6.35
2582,2583.jpg,-9.78
8293,8294.jpg,5.75
36936,36937.jpg,-8.57
23845,23846.jpg,1.92
41644,41645.jpg,0.0
44127,44128.jpg,9.78
14007,14008.jpg,-22.49
17179,17180.jpg,1.51
36317,36318.jpg,-12.4
14973,14974.jpg,15.03
32936,32937.jpg,11.9
382,383.jpg,-1.11
760,761.jpg,-22.18
16214,16215.jpg,9.38
31698,31699.jpg,-12.0
35120,35121.jpg,49.92
43855,43856.jpg,-17.55
38363,38364.jpg,0.0
5880,5881.jpg,-17.45
17749,17750.jpg,2.42
25033,25034.jpg,0.0
8552,8553.jpg,-9.08
26354,26355.jpg,13.41
39839,39840.jpg,0.2
23975,23976.jpg,6.66
11675,11676.jpg,-17.04
22905,22906.jpg,0.2
11110,11111.jpg,1.21
12158,12159.jpg,24.71
2566,2567.jpg,-6.05
9105,9106.jpg,28.34
22569,22570.jpg,-3.93
37849,37850.jpg,-9.38
6195,6196.jpg,3.63
24690,24691.jpg,-2.22
31025,31026.jpg,-73.51
23132,23133.jpg,1.82
15843,15844.jpg,-11.8
18058,18059.jpg,6.45
32987,32988.jpg,15.03
1493,1494.jpg,-2.82
23931,23932.jpg,15.53
674,675.jpg,3.53
44426,44427.jpg,9.78
12805,12806.jpg,6.15
13317,13318.jpg,1.92
11117,11118.jpg,1.51
11876,11877.jpg,-16.94
15,16.jpg,0.0
37993,37994.jpg,4.94
13445,13446.jpg,8.37
6285,6286.jpg,16.94
7790,7791.jpg,15.63
37852,37853.jpg,-9.28
15612,15613.jpg,-18.05
32853,32854.jpg,-1.21
42674,42675.jpg,16.64
3832,3833.jpg,1.41
3689,3690.jpg,2.22
12073,12074.jpg,3.03
28083,28084.jpg,32.57
27003,27004.jpg,-1.31
45014,45015.jpg,13.01
13038,13039.jpg,7.06
23106,23107.jpg,-0.1
5729,5730.jpg,-13.71
28055,28056.jpg,34.39
17830,17831.jpg,8.37
11600,11601.jpg,1.01
2010,2011.jpg,0.3
1558,1559.jpg,2.42
10925,10926.jpg,-6.05
12031,12032.jpg,0.0
26908,26909.jpg,-10.29
3668,3669.jpg,2.22
10893,10894.jpg,-9.48
44458,44459.jpg,9.78
15109,15110.jpg,18.76
32850,32851.jpg,-2.72
39769,39770.jpg,-0.1
12037,12038.jpg,0.1
23233,23234.jpg,12.2
12060,12061.jpg,2.62
26112,26113.jpg,87.13
21083,21084.jpg,-0.4
7174,7175.jpg,-2.12
38981,38982.jpg,14.72
23085,23086.jpg,0.5
6099,6100.jpg,-15.43
34559,34560.jpg,-34.08
2608,2609.jpg,-8.97
20550,20551.jpg,-1.92
3023,3024.jpg,-0.5
29077,29078.jpg,0.0
2780,2781.jpg,-1.01
7966,7967.jpg,4.24
353,354.jpg,-1.71
30906,30907.jpg,-2.72
1635,1636.jpg,-0.4
18220,18221.jpg,4.94
20604,20605.jpg,2.22
33256,33257.jpg,-37.31
31960,31961.jpg,5.45
32741,32742.jpg,5.95
20453,20454.jpg,11.09
8920,8921.jpg,-1.01
26151,26152.jpg,93.28
7014,7015.jpg,-6.76
8252,8253.jpg,-13.21
1346,1347.jpg,19.76
43531,43532.jpg,3.73
11578,11579.jpg,0.91
31305,31306.jpg,-7.87
39910,39911.jpg,-0.91
14769,14770.jpg,-10.89
20941,20942.jpg,11.7
108,109.jpg,3.63
44122,44123.jpg,9.38
3014,3015.jpg,-0.5
32711,32712.jpg,4.74
38759,38760.jpg,8.27
9919,9920.jpg,8.97
24780,24781.jpg,2.72
21138,21139.jpg,-2.32
30895,30896.jpg,-3.53
35847,35848.jpg,-40.54
13620,13621.jpg,29.34
7461,7462.jpg,-2.42
2747,2748.jpg,-5.75
6508,6509.jpg,-3.03
16951,16952.jpg,1.21
4999,5000.jpg,19.76
4436,4437.jpg,187.36
40369,40370.jpg,15.13
15323,15324.jpg,-0.3
30194,30195.jpg,-9.78
20200,20201.jpg,-17.85
22470,22471.jpg,-8.17
17747,17748.jpg,2.12
27584,27585.jpg,31.16
4197,4198.jpg,4.24
29874,29875.jpg,7.16
41898,41899.jpg,-0.61
23104,23105.jpg,-0.1
13923,13924.jpg,-19.46
14210,14211.jpg,-21.08
27263,27264.jpg,-2.42
27186,27187.jpg,3.03
36404,36405.jpg,52.54
28269,28270.jpg,38.52
14293,14294.jpg,-17.04
5962,5963.jpg,-16.94
4900,4901.jpg,19.56
21375,21376.jpg,13.92
2535,2536.jpg,1.31
36494,36495.jpg,51.23
6566,6567.jpg,0.4
32720,32721.jpg,10.79
28560,28561.jpg,-20.17
5507,5508.jpg,-3.33
39447,39448.jpg,6.66
11055,11056.jpg,3.53
34209,34210.jpg,-42.66
27153,27154.jpg,22.99
9832,9833.jpg,-14.32
15905,15906.jpg,-7.97
2756,2757.jpg,-6.25
14708,14709.jpg,-84.1
8391,8392.jpg,0.3
5323,5324.jpg,-19.46
3011,3012.jpg,0.4
14093,14094.jpg,-2.22
15837,15838.jpg,-12.4
9349,9350.jpg,20.87
9173,9174.jpg,21.68
5393,5394.jpg,-20.07
35494,35495.jpg,27.03
37940,37941.jpg,-16.64
12071,12072.jpg,3.03
35403,35404.jpg,1.82
25044,25045.jpg,-7.66
331,332.jpg,6.05
42684,42685.jpg,18.45
32134,32135.jpg,17.14
22131,22132.jpg,2.32
42296,42297.jpg,-143.8
7003,7004.jpg,5.24
33764,33765.jpg,-19.26
30243,30244.jpg,1.41
15760,15761.jpg,-17.65
24768,24769.jpg,0.61
35543,35544.jpg,56.27
7788,7789.jpg,15.63
18448,18449.jpg,0.5
7287,7288.jpg,-4.94
31517,31518.jpg,18.35
14727,14728.jpg,-60.2
39359,39360.jpg,6.05
26005,26006.jpg,-17.14
28811,28812.jpg,2.72
2341,2342.jpg,9.98
20524,20525.jpg,-12.3
31965,31966.jpg,6.25
5817,5818.jpg,-15.23
28770,28771.jpg,-8.77
8788,8789.jpg,2.62
19242,19243.jpg,14.42
24755,24756.jpg,-1.11
32335,32336.jpg,7.56
45182,45183.jpg,12.4
2821,2822.jpg,-2.32
30081,30082.jpg,-45.58
27833,27834.jpg,-19.36
17212,17213.jpg,0.1
17227,17228.jpg,-1.01
8177,8178.jpg,0.5
2491,2492.jpg,0.2
4769,4770.jpg,3.53
20735,20736.jpg,-0.1
34244,34245.jpg,-74.22
13868,13869.jpg,-9.98
43042,43043.jpg,-19.46
34992,34993.jpg,66.45
36104,36105.jpg,-4.34
15508,15509.jpg,-16.24
7355,7356.jpg,-1.82
19338,19339.jpg,16.13
18989,18990.jpg,4.54
12836,12837.jpg,7.87
6230,6231.jpg,4.13
15268,15269.jpg,1.61
16365,16366.jpg,1.21
27011,27012.jpg,-1.31
42018,42019.jpg,-3.43
36449,36450.jpg,46.49
32434,32435.jpg,-17.45
35726,35727.jpg,-68.37
3786,3787.jpg,2.42
14478,14479.jpg,1.51
1645,1646.jpg,-0.3
13727,13728.jpg,28.94
17217,17218.jpg,-0.91
24453,24454.jpg,8.57
17814,17815.jpg,2.42
10913,10914.jpg,-4.74
16770,16771.jpg,3.53
465,466.jpg,-78.15
37906,37907.jpg,-9.78
13615,13616.jpg,29.34
14446,14447.jpg,10.89
7754,7755.jpg,18.86
10725,10726.jpg,5.95
2881,2882.jpg,0.5
7526,7527.jpg,0.1
41949,41950.jpg,-0.4
18888,18889.jpg,1.41
4650,4651.jpg,5.04
31060,31061.jpg,-71.5
4956,4957.jpg,13.92
25919,25920.jpg,-20.17
3393,3394.jpg,2.42
2031,2032.jpg,0.3
34793,34794.jpg,1.01
35425,35426.jpg,8.07
39103,39104.jpg,-159.9
36916,36917.jpg,-9.38
28486,28487.jpg,-19.66
38419,38420.jpg,27.53
14431,14432.jpg,7.76
42526,42527.jpg,1.41
41058,41059.jpg,-1.41
1120,1121.jpg,12.71
20430,20431.jpg,6.76
27311,27312.jpg,16.64
29957,29958.jpg,-19.16
37230,37231.jpg,-49.61
6803,6804.jpg,1.11
8315,8316.jpg,4.54
14558,14559.jpg,-8.17
5642,5643.jpg,-13.01
22888,22889.jpg,3.23
12839,12840.jpg,7.87
42802,42803.jpg,13.01
20213,20214.jpg,0.0
14697,14698.jpg,-106.4
27122,27123.jpg,45.58
13050,13051.jpg,4.64
20375,20376.jpg,4.44
5160,5161.jpg,1.31
25737,25738.jpg,-70.29
22956,22957.jpg,-4.94
32747,32748.jpg,1.41
34960,34961.jpg,42.15
21615,21616.jpg,13.61
24785,24786.jpg,2.72
20396,20397.jpg,0.5
24402,24403.jpg,25.51
35012,35013.jpg,67.66
27913,27914.jpg,-18.45
23067,23068.jpg,0.61
28057,28058.jpg,34.39
8549,8550.jpg,-7.26
25443,25444.jpg,-2.92
14509,14510.jpg,-4.13
9157,9158.jpg,20.97
22303,22304.jpg,3.23
1913,1914.jpg,-0.2
19942,19943.jpg,9.08
10887,10888.jpg,-9.48
21281,21282.jpg,-3.13
15604,15605.jpg,-19.36
31652,31653.jpg,-7.87
44623,44624.jpg,9.78
15845,15846.jpg,-11.29
39261,39262.jpg,13.01
34804,34805.jpg,-1.61
32289,32290.jpg,20.77
31447,31448.jpg,7.46
35892,35893.jpg,-16.54
30472,30473.jpg,45.48
1892,1893.jpg,0.0
7123,7124.jpg,-2.32
33539,33540.jpg,11.29
42297,42298.jpg,-140.1
13068,13069.jpg,6.76
42061,42062.jpg,-13.71
9717,9718.jpg,-1.11
36181,36182.jpg,-6.66
10677,10678.jpg,-93.28
1809,1810.jpg,0.0
43027,43028.jpg,-19.26
496,497.jpg,-97.21
5787,5788.jpg,-11.5
11575,11576.jpg,0.91
17635,17636.jpg,1.92
25678,25679.jpg,-46.39
28521,28522.jpg,-17.45
37367,37368.jpg,30.45
12908,12909.jpg,9.78
19993,19994.jpg,3.73
43327,43328.jpg,6.25
15803,15804.jpg,-16.74
15568,15569.jpg,-15.53
42494,42495.jpg,-2.72
40509,40510.jpg,1.11
29222,29223.jpg,-3.23
18421,18422.jpg,3.33
2263,2264.jpg,-2.12
11248,11249.jpg,2.12
37306,37307.jpg,5.75
44888,44889.jpg,10.08
23984,23985.jpg,6.66
12776,12777.jpg,4.34
22265,22266.jpg,1.11
39789,39790.jpg,-2.62
34962,34963.jpg,42.45
44198,44199.jpg,12.2
21546,21547.jpg,-0.3
28665,28666.jpg,-1.02
153,154.jpg,-7.36
15274,15275.jpg,0.0
34300,34301.jpg,-33.48
43618,43619.jpg,25.82
35953,35954.jpg,1.11
35671,35672.jpg,-36.61
3887,3888.jpg,6.66
33017,33018.jpg,19.66
2089,2090.jpg,0.0
20685,20686.jpg,-4.64
9038,9039.jpg,22.08
21240,21241.jpg,-21.48
38630,38631.jpg,8.27
37845,37846.jpg,-9.78
33677,33678.jpg,-43.06
20920,20921.jpg,11.6
21328,21329.jpg,0.5
33122,33123.jpg,-2.82
41579,41580.jpg,-0.61
18756,18757.jpg,1.92
5858,5859.jpg,-17.55
9106,9107.jpg,28.44
30493,30494.jpg,48.3
40339,40340.jpg,16.24
19010,19011.jpg,1.01
16249,16250.jpg,11.19
24419,24420.jpg,24.71
43767,43768.jpg,-4.24
19019,19020.jpg,-0.3
21634,21635.jpg,43.97
22694,22695.jpg,-6.15
1865,1866.jpg,0.0
352,353.jpg,0.0
9474,9475.jpg,-1.82
43025,43026.jpg,-19.56
15457,15458.jpg,-21.18
14634,14635.jpg,-63.73
40016,40017.jpg,3.03
31520,31521.jpg,21.78
11907,11908.jpg,-15.83
247,248.jpg,7.46
3442,3443.jpg,0.2
21676,21677.jpg,19.56
2018,2019.jpg,0.3
14360,14361.jpg,-16.94
25,26.jpg,9.28
42302,42303.jpg,-117.9
41486,41487.jpg,-0.71
17275,17276.jpg,2.72
44997,44998.jpg,15.03
33565,33566.jpg,-3.83
853,854.jpg,3.83
40490,40491.jpg,15.03
18423,18424.jpg,3.43
6596,6597.jpg,1.82
23863,23864.jpg,3.73
36524,36525.jpg,44.67
28095,28096.jpg,0.0
2327,2328.jpg,3.03
24233,24234.jpg,-1.92
31333,31334.jpg,0.2
43770,43771.jpg,-4.24
34966,34967.jpg,42.96
43102,43103.jpg,5.95
19239,19240.jpg,14.42
42598,42599.jpg,17.04
38824,38825.jpg,8.27
36542,36543.jpg,42.25
4030,4031.jpg,10.79
3368,3369.jpg,2.42
24563,24564.jpg,140.87
26631,26632.jpg,-75.93
25827,25828.jpg,-71.39
17780,17781.jpg,1.31
2,3.jpg,0.0
3367,3368.jpg,2.42
35455,35456.jpg,30.15
9706,9707.jpg,-11.39
23149,23150.jpg,15.23
19875,19876.jpg,-9.78
38621,38622.jpg,8.27
25918,25919.jpg,-19.66
16667,16668.jpg,-11.39
41072,41073.jpg,-1.71
43994,43995.jpg,4.34
20384,20385.jpg,4.13
12021,12022.jpg,2.42
34493,34494.jpg,74.42
36301,36302.jpg,-12.5
7620,7621.jpg,-2.52
